3;FACT-001220;6;50.00;4.55;227.50;0.00;0.00;35.82;1791.00;
4;FACT-001220;11;50.00;1.54;77.00;0.00;0.00;12.12;606.00;
5;FACT-001220;15;150.00;3.15;472.50;0.00;0.00;24.80;3720.00;
6;FACT-001220;4;50.00;7.00;350.00;0.00;0.00;55.10;2755.00;
7;FACT-001220;12;50.00;0.91;45.50;0.00;0.00;7.16;358.00;
8;FACT-001220;3;50.00;2.94;147.00;0.00;0.00;23.14;1157.00;
1;FACT-001221;1;25.00;5.25;131.25;0.00;0.00;7.56;189.00;
2;FACT-001221;11;60.00;1.54;92.40;0.00;0.00;2.22;133.20;
3;FACT-001221;13;18.00;3.64;65.52;0.00;0.00;5.24;94.32;
4;FACT-001221;7;24.00;4.90;117.60;0.00;0.00;7.05;169.20;
5;FACT-001221;15;36.00;3.15;113.40;0.00;0.00;4.53;163.08;
6;FACT-001221;14;25.00;2.80;70.00;0.00;0.00;4.03;100.75;
7;FACT-001221;5;36.00;6.30;226.80;0.00;0.00;9.07;326.52;
8;FACT-001221;4;36.00;7.00;252.00;0.00;0.00;10.07;362.52;
9;FACT-001221;12;60.00;0.91;54.60;0.00;0.00;1.31;78.60;
1;FACT-001222;6;60.00;4.55;273.00;0.00;0.00;35.82;2149.20;
2;FACT-001222;11;500.00;1.54;770.00;0.00;0.00;12.12;6060.00;
3;FACT-001222;13;120.00;3.64;436.80;0.00;0.00;28.65;3438.00;
4;FACT-001222;15;200.00;3.15;630.00;0.00;0.00;24.80;4960.00;
5;FACT-001222;4;40.00;7.00;280.00;0.00;0.00;55.10;2204.00;
6;FACT-001222;12;500.00;0.91;455.00;0.00;0.00;7.16;3580.00;
7;FACT-001222;3;200.00;2.94;588.00;0.00;0.00;23.14;4628.00;
1;FACT-001223;11;350.00;1.54;539.00;0.00;0.00;12.17;4259.50;
2;FACT-001223;15;110.00;3.15;346.50;0.00;0.00;24.89;2737.90;
3;FACT-001223;12;435.00;0.91;395.85;0.00;0.00;7.19;3127.65;
1;FACT-001224;10;12.00;1.75;21.00;0.00;0.00;13.83;165.96;
2;FACT-001224;2;6.00;2.56;15.36;0.00;0.00;20.18;121.08;
3;FACT-001224;6;15.00;4.55;68.25;0.00;0.00;35.95;539.25;
4;FACT-001224;8;24.00;0.84;20.16;0.00;0.00;6.64;159.36;
5;FACT-001224;5;9.00;6.30;56.70;0.00;0.00;49.77;447.93;
6;FACT-001224;4;9.00;7.00;63.00;0.00;0.00;55.30;497.70;
7;FACT-001224;3;12.00;2.94;35.28;0.00;0.00;23.23;278.76;
1;FACT-001225;6;15.00;4.55;68.25;0.00;0.00;35.95;539.25;
2;FACT-001225;5;6.00;6.30;37.80;0.00;0.00;49.77;298.62;
1;FACT-001226;7;7.00;4.90;34.30;0.00;0.00;38.71;270.97;
2;FACT-001226;3;3.00;2.94;8.82;0.00;0.00;23.23;69.69;
1;FACT-001227;1;3.00;5.25;15.75;0.00;0.00;41.48;124.44;
2;FACT-001227;8;13.00;0.84;10.92;0.00;0.00;6.64;86.32;
1;FACT-001228;10;12.00;1.75;21.00;0.00;0.00;13.83;165.96;
2;FACT-001228;2;5.00;2.56;12.80;0.00;0.00;20.18;100.90;
3;FACT-001228;5;6.00;6.30;37.80;0.00;0.00;49.77;298.62;
1;NC-000615;20;1.00;0.00;0.00;0.00;0.00;968.64;968.64;FACT-001181
1;FACT-001229;1;10.00;5.25;52.50;0.00;0.00;41.55;415.50;
2;FACT-001229;2;20.00;2.56;51.20;0.00;0.00;20.22;404.40;
3;FACT-001229;11;70.00;1.54;107.80;0.00;0.00;12.19;853.30;
4;FACT-001229;7;20.00;4.90;98.00;0.00;0.00;38.78;775.60;
5;FACT-001229;15;15.00;3.15;47.25;0.00;0.00;24.93;373.95;
6;FACT-001229;14;20.00;2.80;56.00;0.00;0.00;22.16;443.20;
7;FACT-001229;4;20.00;7.00;140.00;0.00;0.00;55.40;1108.00;
8;FACT-001229;12;20.00;0.91;18.20;0.00;0.00;7.20;144.00;
9;FACT-001229;3;20.00;2.94;58.80;0.00;0.00;23.27;465.40;
1;FACT-001230;1;30.00;5.25;157.50;0.00;0.00;41.55;1246.50;
2;FACT-001230;2;30.00;2.56;76.80;0.00;0.00;20.22;606.60;
3;FACT-001230;9;60.00;1.89;113.40;0.00;0.00;14.96;897.60;
4;FACT-001230;11;200.00;1.54;308.00;0.00;0.00;12.19;2438.00;
5;FACT-001230;13;50.00;3.64;182.00;0.00;0.00;28.81;1440.50;
6;FACT-001230;15;200.00;3.15;630.00;0.00;0.00;24.93;4986.00;
7;FACT-001230;12;200.00;0.91;182.00;0.00;0.00;7.20;1440.00;
8;FACT-001230;3;50.00;2.94;147.00;0.00;0.00;23.27;1163.50;
9;FACT-001230;14;60.00;2.80;168.00;0.00;0.00;22.16;1329.60;
1;FACT-001231;11;400.00;1.54;616.00;0.00;0.00;10.01;4004.00;
1;FACT-001232;12;120.00;0.91;109.20;0.00;0.00;6.66;799.20;
2;FACT-001232;16;80.00;2.80;224.00;0.00;0.00;22.20;1776.00;
3;FACT-001232;2;50.00;2.56;128.00;0.00;0.00;13.88;694.00;
4;FACT-001232;13;60.00;3.64;218.40;0.00;0.00;26.64;1598.40;
5;FACT-001232;15;150.00;3.15;472.50;0.00;0.00;19.43;2914.50;
6;FACT-001232;14;150.00;2.80;420.00;0.00;0.00;19.43;2914.50;
1;FACT-001233;16;320.00;2.80;896.00;0.00;0.00;22.20;7104.00;
1;FACT-001234;2;100.00;2.56;256.00;0.00;0.00;13.88;1388.00;
2;FACT-001234;11;100.00;1.54;154.00;0.00;0.00;9.99;999.00;
3;FACT-001234;15;200.00;3.15;630.00;0.00;0.00;19.43;3886.00;
4;FACT-001234;14;100.00;2.80;280.00;0.00;0.00;19.43;1943.00;
5;FACT-001234;3;100.00;2.94;294.00;0.00;0.00;19.43;1943.00;
1;FACT-001235;2;50.00;2.56;128.00;0.00;0.00;13.88;694.00;
